newsHeadline,sentiment,preprocessed_txt
"The manufacture of CPPs will be undertaken at the existing Export Oriented Unit EOU at Wartsila 's factory at Khopoli , near Mumbai .",neutral,manufacture cpps undertaken existing export oriented unit eou wartsila factory khopoli near mumbai
The markets expect Heineken to sell Hartwall as a whole or in parts .,neutral,market expect heineken sell hartwall whole part
"The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines .",neutral,significant capital expenditure item global enterprise resource planning erp project product development production machine
"The move will be carried out by transferring HKScan 's production-related property , plant , equipment , as well as its holdings in subsidiaries and associate companies in the country to HKScan Finland .",neutral,move carried transferring hkscan productionrelated property plant equipment well holding subsidiary associate company country hkscan finland
The net sales of Healthcare Trade business in 2009 were EUR 145.1 million EUR 155.2 million and operating profit EUR 8.9 million EUR 7.9 million .,neutral,net sale healthcare trade business 2009 eur 1451 million eur 1552 million operating profit eur 89 million eur 79 million
The net sales of the Power Plants business were EUR 710.3 million in 2005 .,neutral,net sale power plant business eur 7103 million 2005
The non-recurring costs caused to Talentum 's Premedia business area by the restructuring will amount to 2.0 mln euro $ 2.7 mln and will be included in the company 's financial results for the second quarter of 2007 .,neutral,nonrecurring cost caused talentum premedia business area restructuring amount 20 mln euro dollar 27 mln included company financial result second quarter 2007
The ongoing project where Tekla Structures is being used is the Vashi Exhibition Centre being developed by Insteel Engineers Pvt Ltd-IIVRCL Infrastructures & Projects Ltd & CIDCO .,neutral,ongoing project tekla structure used vashi exhibition centre developed insteel engineer pvt ltdiivrcl infrastructure project ltd cidco
"The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania .",neutral,operation sold include manufacturing unit finland france poland turkey well sale unit germany lithuania
"The order also covers design services , hardware , software licences , as well as maintenance services over six years .",neutral,order cover design service hardware software licence well maintenance service six year
"The order consists of outsourced application management , support and planning for Tecnotree and third-party applications .",neutral,order consists outsourced application management sincreaseport planning tecnotree thirdparty application
The order includes 48 ship cranes that will be delivered for 12 container feeders to be built at Wenchong shipyard in China .,neutral,order includes 48 ship crane delivered 12 container feeder built wenchong shipyard china
"The order values at EUR 6.9 mn , and it consists of design services and hardware and software licences .",neutral,order value eur 69 mn consists design service hardware software licence
The orders also include a few high-power drives for the control of seismic compressors .,neutral,order include highpower drive control seismic compressor
"The orders are for 26 machine-room-less KONE MonoSpace elevators , which would be installed during 2006 .",neutral,order 26 machineroomless kone monospace elevator installed 2006
The Oulu plant employs approximately 120 people .,neutral,oulu plant employ approximately 120 people
The percentages of shares and voting rights have been calculated in proportion to the total number of shares registered with the Trade Register and the total number of voting rights related to them .,neutral,percentage share voting right calculated proportion total number share registered trade register total number voting right related
The per-share subscription price of the shares subscribed with the option rights was EUR 1.35 .,neutral,pershare subscription price share subscribed option right eur 135
"The Polish business employs about 1,000 people , and it had net sales of about EUR 70mn in 2007 .",neutral,polish business employ 1000 people net sale eur 70mn 2007
"The portfolio comprises of 118,000 m2 of leasable space with a vacancy rate of roughly 5 % , let to around 140 tenants of which two of the largest are the Swedish government and Ericsson .",neutral,portfolio comprises 118000 m2 leasable space vacancy rate roughly 5 percent let around 140 tenant two largest swedish government ericsson
The proposal of the shareholders to elect Mr. Hannu Krogerus to the Board is based on his long and unrivalled experience and knowledge of all matters related to Elcoteq .,neutral,proposal shareholder elect mr hannu krogerus board based long unrivalled experience knowledge matter related elcoteq
"The remainder of its revenues will come from technology agreements with other firms , InterDigital said .",neutral,remainder revenue come technology agreement firm interdigital said
"The remaining amount will be funded through debt , the Danish bank said .",neutral,remaining amount funded debt danish bank said
"The reorganisation will be carried out by transferring HKScan Corporation 's production-related property , plant and equipment in Finland as well as its holdings in subsidiaries and associates to HKScan Finland Oy , a holding company wholly owned by HKScan Corporation .",neutral,reorganisation carried transferring hkscan corporation productionrelated property plant equipment finland well holding subsidiary associate hkscan finland oy holding company wholly owned hkscan corporation
The report contains category level company and brand share as well as distribution share information for 2007 and 2008 .,neutral,report contains category level company brand share well distribution share information 2007 2008
"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations .",neutral,segment company operates frozen food business seafood vegetable oil business grain trading business operation
"The selling consortium includes funds managed by OKO Bank 's venture capital unit , Bio Fund Management and Finnish Industry Investment , a government-owned investment group .",neutral,selling consortium includes fund managed oko bank venture capital unit bio fund management finnish industry investment governmentowned investment groincrease
The solution will be installed in the USA to support the North American operations of the customer .,neutral,solution installed usa sincreaseport north american operation customer
"The Stockmann department store will have a total floor space of over 8,000 square metres and Stockmann 's investment in the project will have a price tag of about EUR 12 million .",neutral,stockmann department store total floor space 8000 square metre stockmann investment project price tag eur 12 million
The studies are expected to start in 2008 .,neutral,study expected start 2008
"The tanks will be delivered to a company which is currently building a chemical tank farm in Antwerp , northern Belgium .",neutral,tank delivered company currently building chemical tank farm antwerp northern belgium
The terms of the transactions remained undisclosed .,neutral,term transaction remained undisclosed
The total capacity of the factory will be approximately 100 engines a year .,neutral,total capacity factory approximately 100 engine
"The total floor area of the plant expansion is 29,000 square metres .",neutral,total floor area plant expansion 29000 square metre
The total investment in 2006 and 2007 is expected to amount to about EUR75m .,neutral,total investment 2006 2007 expected amount eur75m
The total investment of the project will be approximately EUR 36m .,neutral,total investment project approximately eur 36m
The total value of the contract is some EUR 8 million .,neutral,total value contract eur 8 million
The total value of these two contracts is over EUR 21 million .,neutral,total value two contract eur 21 million
The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong .,neutral,transaction planned financed eur40m marketbased loan granted standard chartered bank hong kong
The transaction value is CAD 15 million approximately EUR 10 million .,neutral,transaction value cad 15 million approximately eur 10 million
"The unit 's clients are mainly in the field of specialist convenience goods , as well as in the textile , shoe and furniture businesses .",neutral,unit client mainly field specialist convenience good well textile shoe furniture business
The value of the contract is about EUR 27mn .,neutral,value contract eur 27mn
"The value of the contract is about EUR1 .0 m. Poyry , headquartered in Vantaa , Finland provides consulting and engineering services to the energy , forestry and infrastructure & environment sectors .",neutral,value contract eur1 0 poyry headquartered vantaa finland provides consulting engineering service energy forestry infrastructure environment sector
The value of the contract is EUR 25mn .,neutral,value contract eur 25mn
The value of the contract is in total USD12m .,neutral,value contract total usd12m
The value of the contracts is about EUR 3.3 mn .,neutral,value contract eur 33 mn
The value of the deal has not been disclosed .,neutral,value deal disclosed
The value of the deal was not disclosed .,neutral,value deal disclosed
The value of the multi-year agreement is over EUR 2mn a year .,neutral,value multiyear agreement eur 2mn
The value of the three-year contract is estimated at EUR40m .,neutral,value threeyear contract estimated eur40m
The value of this kind of order amounts usually between Euro 2 and 3 million .,neutral,value kind order amount usually euro 2 3 million
"The Web-Marela application handles invitations to quote , quote comparisons , agreements , purchases , invoice inspections , inventory management , and deliveries .",neutral,webmarela application handle invitation quote quote comparison agreement purchase invoice inspection inventory management delivery
"The works will include the laying of natural stone pavements and the installation of underground heating , and surface water drainage systems .",neutral,work include laying natural stone pavement installation underground heating surface water drainage system
There have not been previous share subscriptions with 2004 stock options .,neutral,previous share subscription 2004 stock option
"These new units will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 .",neutral,new unit built cargotec state art manufacturing facility san antonio texas usa started operation 2009
"This could be any of us at any time , '' she said .",neutral,u time said
This wood lacquered clock comes with a stripy hand-crocheted cover .,neutral,wood lacquered clock come stripy handcrocheted cover
To see a slide show of all the newest product releases from Fiskars .,neutral,see slide show newest product release fiskars
Total value of the contract is about EUR 10mn .,neutral,total value contract eur 10mn
"Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics .",neutral,tulikivi manufacture heatretaining soapstone ceramic fireplace well natural stone product utility ceramic
"Tyrv+ñinen is of the opinion that the airline has been repeating this for some time already , however .",neutral,tyrvñinen opinion airline repeating time already however
"Under the agreement , Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 , 2007 .",neutral,agreement larox transfer 10 employee within engineering documentation related delivery project product maintenance finland etteplan january 1 2007
"Under the transaction agreement , Metsaliitto will purchase 24.7 % of Metsa-Botnia 's shares from UPM and 3 % from M-real .",neutral,transaction agreement metsaliitto purchase 247 percent metsabotnia share upm 3 percent mreal
"Unit prices for straddle carriers vary between EUR700 ,000 and EUR900 ,000 , the company added .",neutral,unit price straddle carrier vary eur700 000 eur900 000 company added
UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .,neutral,upmkymmene said indicated interest domestic consolidation
Valmet Automotive reports net sales of EUR 85mn and operating profit of EUR 8mn .,neutral,valmet automotive report net sale eur 85mn operating profit eur 8mn
"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn .",neutral,veidekke headquartered oslo norway scandinavian construction property development groincrease 6350 employee norway sweden denmark annual turnover nok16 4 bn
Why not subscribe to the magazine ?,neutral,subscribe magazine
Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services .,neutral,vianor sell tire car truck well range car part provides maintenance service
"With the new arrangement , customer responsibilities will become mainly regional .",neutral,new arrangement customer responsibility become mainly regional
"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation .",neutral,acquisition wireless modem unit approximately 1100 employee transferred renesas electronics corporation
"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",negative,third quarter fiscal 2008 efore swung net loss eur 400000 versus net profit eur 200000 corresponding period fiscal 2007
"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June .",negative,konecranes oyj kcr1v fh fell 55 percent 2051 euro biggest fall since june
Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,negative,operating loss totaled eur 25mn compared profit eur 63mn corresponding period 2005
"Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses .",negative,production level agreed producer long time ago fall consumption lead loss
Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008 .,negative,return investment roi 41 percent compared 438 percent first half 2008
"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 .",negative,total 165 mn passenger ship journey took place northern baltic sea 2007 slightly decrease 165 mn 2006
Finnish media group Talentum has issued a profit warning .,negative,finnish medium groincrease talentum issued profit warning
"Finnish shipping company Finnlines ' pretax loss totalled EUR 6.5 mn in the third quarter of 2009 , compared to a profit of EUR 0.3 mn in the third quarter of 2008 .",negative,finnish shipping company finnlines pretax loss totalled eur 65 mn third quarter 2009 compared profit eur 03 mn third quarter 2008
"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 .",negative,finland city forssa said pay compensation food industry company hk ruokatalo atrium lye leak tap water occurred march 2008
"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 .",negative,acando ab acanb s fell 89 percent 1335 kronor lowest close since dec 11
"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .",negative,according ceo matti perkonoja parent company hkscan company performance first quarter 2010 remained clearly level corresponding period 2009
Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 .,negative,diluted earnings per share earnings per share stood eur 025 versus eur 042
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,negative,finnish automation solution developer cencorp corporation omx helsinki cnc1v issued thursday 18 september profit warning third quarter 2008
Finnish communication electronics components supplier Scanfil Oyj Tuesday said sales in the first half of 2006 will be 15 % lower than during the same period a year ago .,negative,finnish communication electronics component sincreaseplier scanfil oyj tuesday said sale first half 2006 15 percent lower period ago
Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,negative,finnish technology company raute corporation omx helsinki rutav issued tuesday 23 september profit warning financial 2008
"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",negative,quarter 1 2009 company operating loss totalled eur 03 mn compared profit eur 36 mn quarter 1 2008
"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",negative,last 83 million passenger flew airline decrease 4 percent 2007
"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .",negative,loss financial item totalled eur 97 mn compared profit eur 13 mn corresponding period 2008
Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .,negative,loss period totalled eur 156 mn compared profit eur 63 mn 2008
Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,negative,operating loss amounted eur 09 mn first half 2006 compared profit eur 05 mn first half 2005
"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .",negative,operating loss pulp paper machinery unit eur 3mn september 2007 august 2008 compared profit eur 37 mn earlier
Operating loss totaled EUR 0.3 mn compared to a profit of EUR 2.2 mn in the corresponding period in 2007 .,negative,operating loss totaled eur 03 mn compared profit eur 22 mn corresponding period 2007
"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",negative,operating loss totaled eur 08 mn compared profit eur 05 mn
"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",negative,operating loss totalled eur 127 mn compared profit eur 177 mn first half 2008
"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .",negative,operating loss totalled eur 40 mn compared profit eur 86 mn second quarter 2008
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",negative,operating loss totalled eur 52 mn compared loss eur 34 mn corresponding period 20082009
Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,negative,pretax loss totaled eur 117mn compared loss eur 65mn corresponding period
Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,negative,pretax loss totalled eur 1623 mn compared profit eur 2535 mn 2007
"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .",negative,pretax loss totalled eur 499 mn compared loss eur 154 mn corresponding period 2008
"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .",negative,publishing sweden operating loss eur 11 mn quarter 1 2009 compared profit eur 06 mn ago
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,negative,company reported operating loss eur0 1 net sale eur4 5 first quarter 2008
"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",negative,cerberus capital management lpbacked printing paper maker newpage corp posted mixed secondquarter result casting cloud planned initial public offering
"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",negative,finnish electronics manufacturing service em company elcoteq se posted net loss 664 mln euro dollar 912 mln first half 2007 compared net profit 71 mln euro dollar 98 mln period 2006
Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 .,negative,finnish laboratory liquid handling diagnostic test system developer biohit oyj omx helsinki biobv issued tuesday 3 june profit warning financial 2008
Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,negative,finnish retail software developer aldata solution oyj reported net loss 117 mln euro dollar 172 mln 2007 versus net profit 25 mln euro dollar 37 mln 2006
"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .",negative,finnish textile clothing groincrease marimekko oyj posted net profit 799 mln euro dollar 104 mln 2006 compared 84 mln euro dollar 109 mln 2005
"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",negative,januaryjune 2010 diluted loss per share stood eur0 3 versus eur0 1 first half 2009
"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",negative,october upm reported thirdquarter net loss euro86 million dollar 110 million compared net profit euro120 million 2007
Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,negative,operating loss amounted eur 07 mn compared profit eur 08 mn second quarter 2005
"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 .",negative,operating loss nonrecurring item eur 09 mn compared profit eur 115 mn 2008
"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",negative,operating profit margin 83 percent compared 118 percent earlier
Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .,negative,operating profit eur 16 mn 2005 compared eur 59 mn 2004
"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .",negative,operating result showed loss eur 29 mn showed profit eur 06 mn
"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .",negative,salcomp oyj finnish maker mobile phone charger monday posted eur1 49 million loss second quarter compared 170 million profit period previous
Scanfil has also issued a profit warning .,negative,scanfil issued profit warning
Scanfil issued a profit warning on 10 April 2006 .,negative,scanfil issued profit warning 10 april 2006
"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",negative,operating loss amounted eur 08 mn compared profit eur 39 mn earlier
The real estate company posted a net loss of +ó  x201a -¼ 59.3 million +ó  x201a -¼ 0.21 per share compared with a net profit of +ó  x201a -¼ 31 million +ó  x201a -¼ 0.11 per share for the corresponding quarter of 2007 .,negative,real estate company posted net loss ó x201a ¼ 593 million ó x201a ¼ 021 per share compared net profit ó x201a ¼ 31 million ó x201a ¼ 011 per share corresponding quarter 2007
"TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said .",negative,tietoenator decrease 113 pct 1838 extending recent low last secondquarter report dealer said
Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,positive,operating profit excluding restructuring cost grew eur 445 million eur 317 million operating profit including restructuring cost showed even larger growth eur 385 million eur 74 million
"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . ''",positive,china based operation enable u fully leverage resource expertise wireless solution strengthen capability offer industryleading product customer china
"Cost cutting measures , which have produced around EUR70m of savings over the past nine months , have dampened the airline 's loss , Finnair said .",positive,cost cutting measure produced around eur70m saving past nine month dampened airline loss finnair said
"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .",positive,consolidated operating profit excluding oneoff item eur 306 mn increase eur 296 mn earlier
EBIT excluding non-recurring items was estimated to increase from 2009 .,positive,ebit excluding nonrecurring item estimated increase 2009
Operating profit excluding non-recurring items increased by 27 % to EUR 81.9 mn from EUR 64.4 mn in the corresponding period in 2008 .,positive,operating profit excluding nonrecurring item increased 27 percent eur 819 mn eur 644 mn corresponding period 2008
Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,positive,cash flow business operation totalled eur 04 mn compared negative eur 155 mn first half 2008
"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .",positive,cash flow operation totalled eur 271 mn compared negative eur 083 mn corresponding period 2008
"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .",positive,cash flow operation totalled eur 74 mn compared negative eur 686 mn second quarter 2008
"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn .",positive,ebit excluding nonrecurring item totalled eur 678 mn increase eur 381 mn
"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm .",positive,finnish energy company fortum oyj said november 13 2007 granted environmental permit build biofuelfired combined heat power chp plant vartan harbor eastern stockholm
Nokia was up 0.12 pct to 16.70 eur after kicking off the morning in negative territory .,positive,nokia increase 012 pct 1670 eur kicking morning negative territory
"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 .",positive,return investment 50 percent compared negative 41 percent 2009
"Thus the method will cut working costs , and will fasten the planning and building processes .",positive,thus method cut working cost fasten planning building process
"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",neutral,copying republication redistribution afx news content including framing similar mean expressly prohibited without prior written consent afx news
"The company reported a profit of 800,000 euro ($ 1.2 mln)on the sale of its Varesvuo Partners sub-group and a loss of 400,000 euro $ 623,000 caused by the sale of its program production subsidiary Oy Filmiteollisuus Fine Ab .",neutral,company reported profit 800000 euro dollar 12 mlnon sale varesvuo partner subgroincrease loss 400000 euro dollar 623000 caused sale program production subsidiary oy filmiteollisuus fine ab
The extracted filtrates are very high in clarity while the dried filter cakes meet required transport moisture limits (TMLs)for their ore grades .,neutral,extracted filtrate high clarity dried filter cake meet required transport moisture limit tmlsfor ore grade
"After the split , the number of K shares will be 9 540 000 and the number of A shares 26 885 540 .",neutral,split number k share 9 540 000 number share 26 885 540
"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia .",neutral,established 1987 srv groincrease private finnish construction concern operation finland baltic country russia
"Initial estimated total value of the contract was 250 000 Euros , excluding VAT .",neutral,initial estimated total value contract 250 000 euro excluding vat
Nokia and Capcom announced that Resident Evil Degeneration will be released on N-Gage later this year .,neutral,nokia capcom announced resident evil degeneration released ngage later
Olli-Pekka Laine has been appointed as the Chairman and Erkki Pehu-Lehtonen as the Vice Chairman of the Board .,neutral,ollipekka laine appointed chairman erkki pehulehtonen vice chairman board
Risk exposure by Non-life Insurance  Moving 12-month  Expenses by function in Non-life Insurance excluding expenses for investment management and expenses for other services rendered Non-life Insurance investment portfolio by allocation,neutral,risk exposure nonlife insurance moving 12month expense function nonlife insurance excluding expense investment management expense service rendered nonlife insurance investment portfolio allocation
The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities .,neutral,issue came increase connection discussion local municipality concerning sale water industrial facility
"The purchase price will be paid in cash upon the closure of the transaction , scheduled for April 1 , 2009 .",neutral,purchase price paid cash increaseon closure transaction scheduled april 1 2009
The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .,neutral,term condition stock option scheme 2008 available company internet page wwwsanomacom
"Tieto 's service is also used to send , process and receive materials related to absentee voting .",neutral,tieto service used send process receive material related absentee voting
"Trading code : ELI1V Number of shares : 99,483 Price-share : Gratuitous After the transfer , Elisa holds a total of 10,435,023 own shares .",neutral,trading code eli1v number share 99483 priceshare gratuitous transfer elisa hold total 10435023 share
"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .",neutral,total 1800000 stock option issued 2003 stock option scheme
Finnish publishing and printing group Ilkka-Yhtym+ñ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .,neutral,finnish publishing printing groincrease ilkkayhtymñ introduced staff smoking ban beginning 2007 company three newspaper
Finnish Stockmann Group 's mail order unit Hobby Hall has launched a trial marketing campaign in Russia .,neutral,finnish stockmann groincrease mail order unit hobby hall launched trial marketing campaign russia
"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis .",neutral,alpina sport lebanon new hampshire usa based distributor eg alpina ski shoe ski exel ski pole start ski wax peltonen crosscountry ski
"Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona ) .",neutral,among scandinavian company present st petersburg named swedish concern ncc implement project field asphalt production road housing construction project swedish krona
An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .,neutral,international conference call audio webcast concerning financial result januarymarch 2010 begin 1400 eet
Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations .,neutral,atrium said offer give swedish company continued ownership control slaughtering cutting operation
"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up .",neutral,aug 17 2010 curbed delivered newstex latest racked covering shopping retail sidewalk increase
Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 .,neutral,bertrand sciard vice chairman board director aldata solution since april 2007
Bovine slaughtering and cutting at the Kuopio facility will be transferred to the Kauhajoki slaughterhouse .,neutral,bovine slaughtering cutting kuopio facility transferred kauhajoki slaughterhouse
"Huhtamaki 's rigid plastic consumer goods operations , which are mainly in Europe , will be separated into a new reporting segment as of 1 January 2009 .",neutral,huhtamaki rigid plastic consumer good operation mainly europe separated new reporting segment 1 january 2009
Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 .,neutral,kesko previously published stock exchange release concerning deal 7 february 2007
Less than ten people will face pension agreements .,neutral,less ten people face pension agreement
Mr. Kari Stadigh will carry on as Chairman of the Board and Mr. Matti Arteva as Vice-Chairman .,neutral,mr kari stadigh carry chairman board mr matti arteva vicechairman
"Neste Oil s refineries have a combined crude oil refining capacity of approximately 260,000 barrels a day .",neutral,neste oil refinery combined crude oil refining capacity approximately 260000 barrel day
"New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions .",neutral,new chairman board director mr chaim katzman give presentation answer question
Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report .,neutral,panostaja oyj board decided organisational meeting held increaseon completion agm implement agm decision concerning board member fee paid share way share transferred quarterly basis date following publication quarterlyannual report
Rapala Fishing Frenzy 2009 .,neutral,rapala fishing frenzy 2009
Residents access to the block is planned to be from Aleksandri Street .,neutral,resident access block planned aleksandri street
Sanoma announced the Stock Option Scheme 2008 on 19 December 2008 .,neutral,sanoma announced stock option scheme 2008 19 december 2008
Short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15 .,neutral,shortterm license game cost little dollar 3 purchasing game outright cost much dollar 10 dollar 15
The adjustments concern staff in both the Specialty Papers and the Fiber Composites segments .,neutral,adjustment concern staff specialty paper fiber composite segment
The appointments will be in force until the new CEO has been appointed .,neutral,appointment force new ceo appointed
"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .",neutral,authorisation force end next annual general meeting repeal authorisation acquire share given general meeting held april 4 2007
"The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux .",neutral,business gross written premium eur152 4 915 2000 net combined ratio 133 percent 175 staff total office uk germany benelux
"The chilled meat products category led the meat , fish and poultry market in Finland , accounting for a share of 31.4 % .",neutral,chilled meat product category led meat fish poultry market finland accounting share 314 percent
"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara .",neutral,company continuous need alloy nickel ferrochrome molybdenum manganese production said talvivaara
